_id,name,processor,clockspeed,score.singlecore,score.multicore
5f019f0d5ec1300dec25fa4e,ZTE Blade X Max,Qualcomm Snapdragon 435,1.4,123,544
5f019f0d5ec1300dec25fa4f,Xiaomi Redmi 4A,Qualcomm Snapdragon 425,1.4,122,392
5f019f0d5ec1300dec25fa50,Xiaomi Redmi 3s,Qualcomm Snapdragon 430,1.4,121,594
5f019f0d5ec1300dec25fa51,Lenovo K6 Note,Qualcomm Snapdragon 430,1.4,121,604
5f019f0d5ec1300dec25fa52,Meizu M6,Mediatek MT6750,1,121,551
5f019f0d5ec1300dec25fa53,Samsung Galaxy J7 Max,Mediatek Helio P20 MT6757,1.7,120,422
5f019f0d5ec1300dec25fa54,Vivo V5s,Mediatek MT6750,1.5,119,494
5f019f0d5ec1300dec25fa55,Asus Zenpad 8.0,MediaTek MT8163 V/B,1.3,119,419
5f019f0d5ec1300dec25fa56,Samsung Galaxy Tab A 10.1,Samsung Exynos 7870 Octa,1.6,119,448
5f019f0d5ec1300dec25fa57,Samsung Galaxy J7 (2017),Samsung Exynos 7870 Octa,1.6,119,451
5f019f0d5ec1300dec25fa58,Samsung Galaxy Feel,Samsung Exynos 7870 Octa,1.6,119,451
5f019f0d5ec1300dec25fa59,Lenovo K6 Power,Qualcomm Snapdragon 430,1.4,118,547
5f019f0d5ec1300dec25fa5a,Lenovo Vibe K5 Plus,Qualcomm MSM8939v2 Snapdragon 616,1.5,117,471
5f019f0d5ec1300dec25fa5b,Samsung Galaxy A3 (2017),Samsung Exynos 7870 Octa,1.6,117,460
5f019f0d5ec1300dec25fa5c,Samsung Galaxy J7,Qualcomm Snapdragon 617,1.6,117,437
5f019f0d5ec1300dec25fa5d,Samsung Galaxy J5 (2017),Samsung Exynos 7870 Octa,1.6,117,444
5f019f0d5ec1300dec25fa5e,Samsung Galaxy J7 Pro,Samsung Exynos 7870 Octa,1.6,116,439
5f019f0d5ec1300dec25fa5f,Vernee Thor,Mediatek MT6753,1.3,115,610
5f019f0d5ec1300dec25fa60,Motorola Moto X Play,Qualcomm Snapdragon 615,1.7,114,354
5f019f0d5ec1300dec25fa61,Meizu M2,Mediatek MT6735,1.3,113,390
5f019f0d5ec1300dec25fa62,Motorola Moto G4,Qualcomm Snapdragon 617,1.5,113,385
5f019f0d5ec1300dec25fa63,Samsung Galaxy J7 Prime,Samsung Exynos 7870 Octa,1.6,113,417
5f019f0d5ec1300dec25fa64,Oukitel K6000 Pro,Mediatek MT6753,1.3,112,575
5f019f0d5ec1300dec25fa65,Samsung Galaxy A7 (2016),Samsung Exynos 7580,1.6,112,418
5f019f0d5ec1300dec25fa66,LG K10 (2017),Mediatek MT6750,1,108,363
5f019f0d5ec1300dec25fa67,Samsung Galaxy J7 Nxt,Samsung Exynos 7870 Octa,1.6,108,414
5f019f0d5ec1300dec25fa68,Motorola Moto G5S,Qualcomm Snapdragon 430,1.4,107,396
5f019f0d5ec1300dec25fa69,Huawei P9 lite mini,Qualcomm Snapdragon 425,1.4,106,363
5f019f0d5ec1300dec25fa6a,Samsung Galaxy J3 (2017),Samsung Exynos 7570,1.4,105,357
5f019f0d5ec1300dec25fa6b,Samsung Galaxy A5 (2016),Samsung Exynos 7580,1.6,105,390
5f019f0d5ec1300dec25fa6c,Huawei Honor 6A,Qualcomm Snapdragon 430,1.4,105,385
5f019f0d5ec1300dec25fa6d,Samsung Galaxy S4,Qualcomm Snapdragon 600,1.9,105,360
5f019f0d5ec1300dec25fa6e,Huawei P8 lite,HiSilicon Kirin 620,1.2,104,478
5f019f0d5ec1300dec25fa6f,Motorola Moto G5,Qualcomm Snapdragon 430,1.4,104,370
5f019f0d5ec1300dec25fa70,Motorola Moto G6 Play,Qualcomm Snapdragon 430,1.4,104,372
5f019f0d5ec1300dec25fa71,Xiaomi Redmi 3,Qualcomm MSM8939v2 Snapdragon 616,1.5,103,530
5f019f0d5ec1300dec25fa72,Samsung Galaxy A3 (2016),Samsung Exynos 7578,1.5,103,358
5f019f0d5ec1300dec25fa73,Samsung Galaxy C5,Qualcomm Snapdragon 617,1.5,103,340
5f019f0d5ec1300dec25fa74,Nokia 3,Mediatek MT6737,1.2,101,339
5f019f0d5ec1300dec25fa75,Samsung Galaxy J5 Prime,Samsung Exynos 7570,1.4,100,336
5f019f0d5ec1300dec25fa76,LG K20 plus,Qualcomm Snapdragon 425,1.4,96,324
5f019f0d5ec1300dec25fa77,Wileyfox Swift,Qualcomm MSM8916 Snapdragon 410,1.2,95,308
5f019f0d5ec1300dec25fa78,Asus Zenfone 2 Laser,Qualcomm Snapdragon 650,1.2,94,300
5f019f0d5ec1300dec25fa79,Asus Nexus 7 (2013),Qualcomm Snapdragon S4 Pro APQ8064,1.5,92,352
5f019f0d5ec1300dec25fa7a,Motorola Moto G4 Play,Qualcomm MSM8916 Snapdragon 410,1.2,84,281
5f019f0d5ec1300dec25fa7b,Motorola Moto E4,Mediatek MT6737,1.2,82,291
5f019f0d5ec1300dec25fa7c,Samsung Galaxy Tab A 8.0,Qualcomm MSM8916 Snapdragon 410,1.2,82,244
5f019f0d5ec1300dec25fa7d,Samsung Galaxy Tab A 9.7,Qualcomm MSM8916 Snapdragon 410,1.2,82,267
5f019f0d5ec1300dec25fa7e,Motorola Moto E4 Plus,Mediatek MT6737,1.2,81,284
5f019f0d5ec1300dec25fa7f,Meizu M5 Note,Mediatek MT6755 Helio P10,1,80,667
5f019f0d5ec1300dec25fa80,Samsung Galaxy J5,Qualcomm MSM8916 Snapdragon 410,1.2,80,236
5f019f0d5ec1300dec25fa81,Samsung Galaxy J5 (2016),Qualcomm MSM8916 Snapdragon 410,1.2,79,208
5f019f0d5ec1300dec25fa82,LG Q6,Qualcomm Snapdragon 435,1.4,78,285
